account_uuid,state,industry,subindustry,year_established,annual_revenue,total_payroll,business_structure,num_employees,region
8ee96444-99ef8-59f6-e0b57-ecf5f2d77d,CA,Education,Sports and Recreation Instruction,2017.0,1000.0,0.0,Individual,0.0,West
93f24ee5-501ec-6069-3c7ef-275f9aea0f,NY,Food and Accommodation,Full-Service Restaurants,2017.0,120000.0,25000.0,Corporation,5.0,Northeast
8569d86d-c5836-fb2c-c8f30-e0ef4da4c7,FL,"Professional, Scientific and Technical Services",Building Inspection Services,1995.0,24000.0,22000.0,Corporation,1.0,South
c1059bb3-10f4d-6332-3c35b-c5f3636587,FL,"Professional, Scientific and Technical Services",Architectural Services,2017.0,70000.0,100000.0,Corporation,1.0,South
ebd06659-c8343-0c1b-16505-6eaeb1466f,MD,Retail Trade,Electronic Shopping,2016.0,100000.0,0.0,Limited Liability Company,0.0,South
d588bfd8-06f5-4b4d-839f-d37ed0038086,FL,Other Services,Other Social Advocacy Organizations,2016.0,100000.0,0.0,Non-Profit,0.0,South
1226ab8a-219fd-356a-c9849-fcfca66877,AL,Construction,New Single-Family Housing Construction (except For-Sale Builders),2017.0,180000.0,80000.0,Individual,4.0,South
49d40d5d-cdc86-80a3-350b0-3bc924adc6,CA,"Sports, Arts, Entertainment, and Recreation",Fitness and Recreational Sports Centers,2017.0,35000.0,0.0,Individual,0.0,West
33ea7964-60be-4bd2-88ff-135cdf8cade7,FL,Contractors,Painting and Wall Covering Contractors,2018.0,40000.0,0.0,Corporation,0.0,South
cb3e038b-cdb28-c4c7-53acf-f5926db8fa,CA,Retail Trade,Landscaping Services,2017.0,150000.0,150000.0,Individual,1.0,West
cd67a148-e3eda-9d70-431c1-03ea6f46cd,OR,Administrative Services and Building Maintenance,Janitorial Services,2014.0,60000.0,21000.0,Limited Liability Company,1.0,West
e6afd82a-87bd5-ce11-aeca0-6d1fb0429e,WA,Manufacturing,Steel Foundries (except Investment),2017.0,25000.0,0.0,Individual,0.0,West
34ae4000-6e06-449f-b539-0882fb135489,PA,Finance and Insurance,Insurance Agencies and Brokerages,2011.0,20000.0,20000.0,Individual,1.0,Northeast
c36f2cbd-83ef4-695e-73365-d6de194ffb,MO,Finance and Insurance,Insurance Agencies and Brokerages,2017.0,60000.0,60000.0,Individual,0.0,Midwest
7588a333-6a208-6946-53000-a282fba721,OH,"Professional, Scientific and Technical Services",Building Inspection Services,2017.0,30000.0,0.0,Limited Liability Company,0.0,Midwest
3217fb01-37060-8e4e-680b4-11902b06ce,GA,Transportation and Warehousing,Freight Transportation Arrangement,2017.0,75000.0,75000.0,Individual,1.0,South
710954ea-be60f-1c40-b9e45-ba0182c6f6,OK,Real Estate,Lessors of Residential Buildings and Dwellings,2013.0,120000.0,0.0,Limited Liability Company,0.0,South
bbb0c2ec-cfb75-64aa-30cda-fcb0503565,MA,Food and Accommodation,Full-Service Restaurants,2018.0,100000.0,40000.0,Corporation,4.0,Northeast
b4c2203e-35504-2809-0a5b7-4e281748b1,CA,Manufacturing,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing,2016.0,100000.0,0.0,Individual,0.0,West
9964a64f-f518-4e31-8be6-98b64dcb4066,MS,Manufacturing,Sign Manufacturing,1994.0,40000.0,0.0,Individual,0.0,South
93c5e11e-bb1c6-3673-5f5f3-7f64df696b,FL,Retail Trade,Vending Machine Operators,2017.0,50000.0,0.0,Corporation,0.0,South
75312969-bc903-c602-cd1dd-64ecd1f3dd,ID,Manufacturing,Other Cut and Sew Apparel Manufacturing,2018.0,12000.0,0.0,Individual,0.0,West
5aa05dee-30b8b-1ef6-6bacb-e2a831e7bc,CA,"Professional, Scientific and Technical Services",Building Inspection Services,2017.0,60000.0,0.0,Individual,0.0,West
95e3b8ba-d5c73-4921-43347-2e28207c36,FL,Administrative Services and Building Maintenance,Remediation Services,2009.0,100000.0,60000.0,Corporation,2.0,South
37e6040e-e5c7-4e9b-be14-6e8cdc7d9c2a,CA,Unknown,Unknown,2017.0,50000.0,0.0,Individual,0.0,West
56d70c07-6c4d9-fe61-a6e91-65bf2acab3,AL,Real Estate,Residential Property Managers,2013.0,19500.0,0.0,Individual,0.0,South
6382fea3-d1139-6df9-f41cc-3851b54b3b,NY,Other Services,Commercial Screen Printing,2014.0,60000.0,0.0,Individual,0.0,Northeast
f5dbac9e-71c9e-a911-82d93-e5709cbd2c,CA,Contractors,Tile and Terrazzo Contractors,2018.0,160000.0,52000.0,Individual,1.0,West
c27088d3-11f05-f172-2a4f5-4c81d9e343,DE,Unknown,Unknown,2015.0,360000.0,0.0,Corporation,1.0,South
46235930-a72f-4b3a-9405-1c60ba5b5d60,SC,Retail Trade,Used Merchandise Stores,2018.0,50000.0,0.0,Individual,0.0,South
5d07274f-4605-4816-9848-c7106ade8c29,NC,Other Services,Car Washes,2017.0,55000.0,15000.0,Limited Liability Company,1.0,South
19a7f3f3-1ccca-10ef-0970a-2a12ef4f95,MO,Contractors,Residential Remodelers,2014.0,5000.0,5000.0,Individual,0.0,Midwest
5a0a9d65-a1108-6816-3adb6-5efe031515,UT,Food and Accommodation,Snack and Nonalcoholic Beverage Bars,2014.0,900000.0,256000.0,Limited Liability Company,5.0,West
cc5bdd58-72af-47d9-b4b8-01a44699d696,TX,Manufacturing,All Other Miscellaneous Manufacturing,2016.0,50000.0,0.0,Corporation,0.0,South
e94d4c57-1aa40-6b82-8cdd6-5a5f1b4f6e,CO,"Technology, Media and Telecommunications",All Other Publishers,1968.0,13000000.0,6000000.0,Limited Liability Company,80.0,West
1c49c814-c7e81-8141-665e5-9fcfcfab1a,TN,Contractors,Residential Remodelers,2017.0,50000.0,50000.0,Partnership,4.0,South
a8c41c71-6111f-253f-ca91f-fba0a1d5c3,GA,Contractors,Tile and Terrazzo Contractors,2017.0,40000.0,0.0,Individual,0.0,South
358d734f-7f694-1437-93da3-b4a91f50c4,NY,Healthcare,Offices of All Other Miscellaneous Health Practitioners,2005.0,45000.0,15000.0,Individual,2.0,Northeast
9ca03266-82ae-47c7-a142-84117b21f362,NY,Retail Trade,Landscaping Services,2018.0,15000.0,0.0,Individual,0.0,Northeast
10de9e41-5538e-7a3b-6e4fb-64f4d90b77,MA,"Professional, Scientific and Technical Services",Other Specialized Design Services,2008.0,330000.0,20000.0,Limited Liability Company,3.0,Northeast
f2906200-2b64-4f10-8b22-0078cf6d15f1,NC,Administrative Services and Building Maintenance,Janitorial Services,2018.0,10000.0,0.0,Individual,0.0,South
a953484e-d650-4a44-b01e-3b4eadba8bf3,MO,"Sports, Arts, Entertainment, and Recreation","Independent Artists, Writers, and Performers",2016.0,15000.0,0.0,Individual,0.0,Midwest
c3cedc45-b51a2-97e0-979f2-122d09fb18,TN,Other Services,Barber Shops,2015.0,75000.0,0.0,Limited Liability Company,0.0,South
80e06bb9-3b65-469b-a1a2-94029168580c,OH,"Professional, Scientific and Technical Services",Engineering Services,2018.0,220000.0,0.0,Limited Liability Company,0.0,Midwest
fa8a0a8e-3860-4de3-ae81-12d4dee68b56,NJ,Real Estate,Lessors of Residential Buildings and Dwellings,2014.0,22200.0,0.0,Individual,0.0,Northeast
6c852404-3f8b0-23a8-17253-1e85a0951e,CA,Manufacturing,Ice Cream and Frozen Dessert Manufacturing,2012.0,250000.0,350000.0,Corporation,8.0,West
fad74002-5eb43-78b8-05f2f-17c450dd7a,AL,Other Services,Automotive Glass Replacement Shops,2003.0,150000.0,0.0,Limited Liability Company,0.0,South
b4ad259f-72d06-9c7f-77e56-ab7d266915,TN,"Sports, Arts, Entertainment, and Recreation","Independent Artists, Writers, and Performers",2017.0,75000.0,0.0,Limited Liability Company,0.0,South
d375e778-7ef27-ff6f-11389-7d0e4a707c,FL,Food and Accommodation,Caterers,2017.0,15000.0,0.0,Limited Liability Company,0.0,South
dd8b326f-15f3-439d-b0db-886515a8df05,CA,Retail Trade,Other Personal Care Services,2018.0,50000.0,0.0,Individual,0.0,West
17d2ee07-0b51-4d3b-b305-12eb2db20c0e,NJ,Manufacturing,Audio and Video Equipment Manufacturing,2017.0,80000.0,0.0,Limited Liability Company,0.0,Northeast
f42c7475-7bbeb-8746-45170-440e0d7f30,IL,Retail Trade,Vending Machine Operators,2015.0,60000.0,0.0,Corporation,0.0,Midwest
abd93216-84759-ffac-23fac-6bb4749322,FL,Non Profits,Religious Organizations,1952.0,100000.0,9000.0,Non-Profit,3.0,South
75e62c08-9f602-0758-58b90-45ea147ed5,FL,Manufacturing,Machine Shops,2017.0,100000.0,0.0,Corporation,0.0,South
8ac2b058-27bf6-b489-42bc4-96cc39edc2,NC,Food and Accommodation,Full-Service Restaurants,2017.0,250000.0,120000.0,Limited Liability Company,6.0,South
b9fcb46c-e7b6b-eba7-c3bfe-140b04c5e3,CA,Construction,Commercial and Institutional Building Construction,2017.0,100000.0,0.0,Limited Liability Company,0.0,West
f8a3ecf5-0fb8-4ce0-8533-c1392708c9e8,NY,Other Services,Car Washes,2017.0,20000.0,0.0,Limited Liability Company,0.0,Northeast
86b5dfe7-7b5e-43b7-83c1-0b3e6fcd8283,TX,Retail Trade,Other Clothing Stores,2018.0,24000.0,0.0,Individual,0.0,South
65c82c26-0d441-2cd2-e44f8-fec586d902,NC,Other Services,Car Washes,2017.0,204000.0,0.0,Limited Liability Company,0.0,South
77f225eb-bfc5-45ef-a0e1-a4ff4f241f96,FL,Retail Trade,Landscaping Services,2013.0,22000.0,22000.0,Partnership,2.0,South
97e44e04-989d-45a7-ae8c-eeb3856538a9,CA,Other Services,Security Guards and Patrol Services,2000.0,140000.0,76000.0,Individual,4.0,West
0fee92fb-eac51-de50-c2bca-a2ea55faba,OH,Consultants,Administrative Management and General Management Consulting Services,2014.0,300000.0,0.0,Limited Liability Company,0.0,Midwest
2d4d43ea-40b8a-c177-1c66d-8422a15c01,OR,Other Services,Employment Placement Agencies,2017.0,50000.0,0.0,Limited Liability Company,0.0,West
b5d5e908-e270-436b-bb65-035a123e34cf,CO,Food and Accommodation,Caterers,2018.0,40000.0,0.0,Limited Liability Company,0.0,West
5004cc15-0627b-2aa3-6a5a7-076fd3d688,PA,Consultants,Administrative Management and General Management Consulting Services,2012.0,25000.0,0.0,Limited Liability Company,0.0,Northeast
fc50d760-4dd26-462d-bb6a8-b177d4b358,LA,Other Services,General Automotive Repair,2017.0,50000.0,10000.0,Limited Liability Company,1.0,South
7615a79b-a3221-e2ae-65034-1c3dd9b2d4,LA,Contractors,Electrical Contractors and Other Wiring Installation Contractors,2013.0,100000.0,20400.0,Limited Liability Company,1.0,South
45e0dbf9-7aa64-c130-c5dea-c6349f0132,CT,Contractors,Painting and Wall Covering Contractors,2017.0,50000.0,0.0,Individual,0.0,Northeast
10bb3b0a-361d-45ce-87fa-6684cb861c7a,CA,Food and Accommodation,Caterers,2013.0,30000.0,0.0,Individual,0.0,West
33650a9b-30143-1c69-76f74-0b629db9df,SC,Retail Trade,Tire Dealers,2014.0,80000.0,0.0,Limited Liability Company,0.0,South
d5d07658-a043-42ca-a4b0-fd26548374fa,TN,Contractors,"Other Foundation, Structure, and Building Exterior Contractors",2018.0,60000.0,0.0,Individual,0.0,South
f0534760-fc1b1-ea92-95125-3ef10d4dcd,NJ,Contractors,Finish Carpentry Contractors,2018.0,35000.0,0.0,Limited Liability Company,0.0,Northeast
2885fd10-5b13-4e3d-a008-5896492d5d53,NJ,Other Services,Automotive Oil Change and Lubrication Shops,2017.0,60000.0,0.0,Limited Liability Company,0.0,Northeast
f1b696d3-64f7-4b05-a3bc-4f670c33259f,CO,"Professional, Scientific and Technical Services",Engineering Services,2018.0,100000.0,0.0,Limited Liability Company,0.0,West
77a3c42b-e8ebf-1e73-8e242-075203c814,TX,"Technology, Media and Telecommunications",Motion Picture and Video Production,2014.0,40000.0,0.0,Limited Partnership,0.0,South
8645257b-b3ad0-d108-88bde-f8704c83ba,CA,Real Estate,Lessors of Nonresidential Buildings (except Miniwarehouses),2017.0,150000.0,0.0,Limited Liability Company,2.0,West
dd449d44-b9a0-47da-9b8b-3c616cbaf410,FL,"Professional, Scientific and Technical Services",Title Abstract and Settlement Offices,2016.0,45000.0,0.0,Limited Liability Company,0.0,South
3c88b1ea-40540-6ec3-fa441-ba2126f51a,CA,Retail Trade,Pet and Pet Supplies Stores,2016.0,180000.0,0.0,Limited Liability Company,0.0,West
66bcb3ae-bbce-4fb8-8cea-d851c773f2c3,CA,Education,Other Technical and Trade Schools,1993.0,75000.0,0.0,Individual,0.0,West
3cf2def9-e17d7-e985-b6fdd-9228be8ce3,CA,Finance and Insurance,"Trust, Fiduciary, and Custody Activities",2013.0,50000.0,10000.0,Individual,2.0,West
8f963db4-e68f9-0ac4-dc2ad-749182eadc,CO,Construction,"Highway, Street, and Bridge Construction",2014.0,45000.0,14000.0,Limited Liability Company,0.0,West
bac7e6bd-ed7c-4b91-a7d9-cde905cb799d,GA,Education,Other Technical and Trade Schools,2017.0,1.0,0.0,Limited Liability Company,0.0,South
42ba1b67-62fe-4db6-9e32-725f69a7e37f,KY,Contractors,Flooring Contractors,2017.0,40000.0,0.0,Limited Liability Company,0.0,South
c0d167c5-058d-45b3-b1b4-519b6e88be11,MI,Other Services,Car Washes,2006.0,20000.0,0.0,Limited Liability Company,0.0,Midwest
b06ef06c-fa197-5b2a-394f9-5e5b28223b,NY,Manufacturing,Glass Product Manufacturing Made of Purchased Glass,1987.0,2000000.0,500000.0,Corporation,20.0,Northeast
62d40904-bcf84-9f09-b83c1-c42768b1b1,SC,Food and Accommodation,"Cafeterias, Grill Buffets, and Buffets",2015.0,12000.0,20000.0,Corporation,2.0,South
c36f2290-17ca8-b8ad-cc1b8-27b0408758,AR,Retail Trade,Tire Dealers,2007.0,50000.0,0.0,Limited Liability Company,0.0,South
7f501eef-325d-4550-9516-043c909d942a,CA,Consultants,Administrative Management and General Management Consulting Services,2015.0,500000.0,50000.0,Other,1.0,West
82b9d063-69e7-424c-b28b-275390c278bd,LA,Contractors,Painting and Wall Covering Contractors,2016.0,40000.0,0.0,Individual,0.0,South
2c6a09ec-c7518-9c5c-eb00c-e903c7bf76,MN,Consultants,Administrative Management and General Management Consulting Services,2011.0,70000.0,0.0,Corporation,0.0,Midwest
3708f994-4535e-0201-3fbab-838df80fc7,CA,Retail Trade,Food (Health) Supplement Stores,2015.0,50000.0,0.0,Corporation,0.0,West
09fc0eee-8cfde-6501-508de-bd1939c1d1,OR,Consultants,Administrative Management and General Management Consulting Services,2016.0,350000.0,1.0,Corporation,0.0,West
0bd4941f-2df9-4d6f-8531-aa8fa017175c,WI,Construction,Commercial and Institutional Building Construction,2018.0,21000.0,0.0,Individual,0.0,Midwest
a95919b2-ce00d-dd0e-0bedc-bdb60e79cf,NY,Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",2007.0,100000.0,40000.0,Corporation,1.0,Northeast
bfb9a632-a98d7-5df2-55300-5dde183c39,NJ,Other Services,Car Washes,2017.0,200000.0,15000.0,Corporation,1.0,Northeast
73bfb6ec-f01d9-211a-4d9b6-7f778b1cf8,VA,Other Services,Machinery and Equipment Repair and Maintenance,2018.0,50000.0,0.0,Limited Liability Company,0.0,South
ac107075-1c58-4f2d-b6a0-0fefe640044f,GA,"Sports, Arts, Entertainment, and Recreation",Musical Groups and Artists,2000.0,65000.0,0.0,Individual,0.0,South
7455d672-fd6b-44cc-b1ea-6adf649b00ff,CA,Manufacturing,Sign Manufacturing,2006.0,60000.0,36000.0,Corporation,2.0,West
aedafe3c-bb85-4e7e-ad6a-fc6c3c052900,WI,Administrative Services and Building Maintenance,Other Services to Buildings and Dwellings,2016.0,35000.0,0.0,Individual,0.0,Midwest
f690fb7d-ceac-4998-aaf0-2a3cc0a0c3ec,LA,"Technology, Media and Telecommunications",Television Broadcasting,2018.0,75000.0,0.0,Individual,0.0,South
ac8dac63-7df2-4f29-a1b3-149dd5598ccf,CO,Healthcare,Child Day Care Services,2018.0,40000.0,0.0,Individual,0.0,West
076f4a9f-a451-4a37-8294-131695ffbb53,PA,Manufacturing,Custom Architectural Woodwork and Millwork Manufacturing,2013.0,50000.0,0.0,Limited Liability Company,0.0,Northeast
5978bd5b-ff80-4521-8115-fef93706d33c,MD,Consultants,Administrative Management and General Management Consulting Services,2008.0,100000.0,0.0,Limited Liability Company,0.0,South
0c3c1916-b034-4c21-aac9-998f7aba9d5f,FL,Retail Trade,"Cosmetics, Beauty Supplies, and Perfume Stores",2009.0,590000.0,140000.0,Corporation,1.0,South
0ee35589-f40df-d0be-d7143-9fc13496c6,LA,Contractors,Finish Carpentry Contractors,2017.0,80000.0,0.0,Partnership,0.0,South
10fd722f-4e0a9-e274-c83a0-4156ff2cd0,NJ,Retail Trade,Landscaping Services,2012.0,20000.0,2000.0,Individual,2.0,Northeast
b210a418-244d-4060-bf3c-920b9c2147e1,NC,Administrative Services and Building Maintenance,Janitorial Services,2017.0,40000.0,15000.0,Individual,2.0,South
125c7e40-fe2b1-51d0-2011f-46f6c0bb5e,OH,Retail Trade,Electronic Shopping,2017.0,25000.0,0.0,Limited Liability Company,0.0,Midwest
95480d04-f7999-39e7-19228-08cb2d9965,FL,Contractors,Residential Remodelers,2018.0,50000.0,0.0,Limited Liability Company,0.0,South
64fa9c64-885f-486e-8551-4db3c431a33c,GA,"Sports, Arts, Entertainment, and Recreation",Sports Teams and Clubs,2018.0,0.0,0.0,Non-Profit,0.0,South
068e8a59-2b04-4caa-b063-b8fbc1dce4a9,NY,Consultants,Other Scientific and Technical Consulting Services,2013.0,35000.0,0.0,Limited Liability Company,0.0,Northeast
9cea8590-c15a4-6c38-6e648-80dc522138,SC,Contractors,Residential Remodelers,2000.0,50000.0,0.0,Individual,0.0,South
c862f430-884dc-10b9-e1286-1cc1f770aa,OK,Administrative Services and Building Maintenance,Janitorial Services,2017.0,50000.0,0.0,Partnership,0.0,South
00ad3385-52e1-49f7-a379-7c3e2effcff7,NJ,Manufacturing,"Frozen Fruit, Juice, and Vegetable Manufacturing",2017.0,40000.0,0.0,Limited Liability Company,0.0,Northeast
f02cc440-3b46-451b-8347-e267e36abb8d,DE,Retail Trade,Tire Dealers,2018.0,100000.0,0.0,Corporation,0.0,South
c04f183e-a879b-6d00-f4e9b-d091c964cb,NH,Education,Exam Preparation and Tutoring,2015.0,10000.0,0.0,Limited Liability Company,0.0,Northeast
da622f4b-e355-4b8f-ba0f-960127ca25fa,TX,Finance and Insurance,Insurance Agencies and Brokerages,2018.0,30000.0,0.0,Limited Liability Company,0.0,South
3c27fce2-9691c-73a3-78d2d-56a0e759b9,MD,Food and Accommodation,Caterers,2017.0,35000.0,0.0,Limited Liability Company,0.0,South
63a0bb8d-51f4-4a78-b7d6-4ad72102e8bc,GA,"Professional, Scientific and Technical Services",Computer Systems Design Services,2016.0,45000.0,0.0,Limited Liability Company,0.0,South
4d02ef79-f5b2-44ce-99b9-ba12532ad02f,PA,Food and Accommodation,Hotels (except Casino Hotels) and Motels,2013.0,130000.0,14000.0,Limited Liability Company,2.0,Northeast
9b74927c-010fc-54f7-7ba5c-11fec5d6c7,CA,Contractors,Painting and Wall Covering Contractors,2017.0,35000.0,15000.0,Individual,1.0,West
7bc59d4c-40f9a-3abf-1554e-f1562eca8c,FL,Contractors,Painting and Wall Covering Contractors,2012.0,100000.0,0.0,Corporation,0.0,South
89c1a278-ff28c-23bb-b5d1f-05d8fec788,CA,Administrative Services and Building Maintenance,Janitorial Services,2017.0,7000.0,7000.0,Individual,0.0,West
bb7f381e-0588-42f3-b2c0-ed9ea13820df,LA,Retail Trade,Landscaping Services,2016.0,50000.0,50000.0,Individual,1.0,South
2981bbd9-677c1-f97e-9fda6-d28f087f4c,MN,Contractors,All Other Specialty Trade Contractors,2017.0,57000.0,30000.0,Limited Liability Company,0.0,Midwest
34bd7ab2-72bc8-4162-8a896-1b84d6cc03,NC,Wholesale Trade,Drugs and Druggists' Sundries Merchant Wholesalers,2007.0,150000.0,0.0,Corporation,0.0,South
d66843ff-beeaa-4f35-f3ebe-f3f2ce9628,FL,Administrative Services and Building Maintenance,Janitorial Services,2015.0,30000.0,20000.0,Corporation,1.0,South
533a19a4-68ff-4269-98c0-70199344b1c2,TX,"Agriculture, Forestry, Fishing and Hunting",Sheep Farming,2015.0,150000.0,0.0,Individual,0.0,South
cdffb391-3e5b5-d1bb-02fe9-5f6e431652,AZ,Consultants,Other Management Consulting Services,2017.0,70000.0,75000.0,Limited Liability Company,1.0,West
32f47d98-76ac3-dfec-f3af0-ce9b6fdec2,VA,Retail Trade,Electronic Shopping,2017.0,1500000.0,0.0,Corporation,0.0,South
912d6d91-25ead-c5ff-4a1f4-87c15eb6c9,CA,Retail Trade,"Nursery, Garden Center, and Farm Supply Stores",2017.0,60000.0,0.0,Partnership,0.0,West
b183c98e-edb7-4016-a5d3-87ad9f6e7b58,TX,Contractors,Finish Carpentry Contractors,2018.0,80000.0,0.0,Individual,0.0,South
bafef755-75b7-40fd-a34e-239128771c9c,UT,Other Services,Investigation Services,2016.0,20000.0,0.0,Individual,0.0,West
e88405d8-63c80-e43c-87935-9bafaa57ba,WA,Contractors,Site Preparation Contractors,2015.0,60000.0,0.0,Individual,0.0,West
f5831477-dab08-5e98-15ff6-40e8808ff7,KY,Administrative Services and Building Maintenance,Janitorial Services,2016.0,0.0,0.0,Partnership,0.0,South
31286ea3-e87fc-8065-d45fa-2b28f468b2,NJ,Contractors,Residential Remodelers,2017.0,100000.0,100000.0,Limited Liability Company,2.0,Northeast
0e7c32d8-a17a-43c0-a8d4-d4de790e4aad,CA,Food and Accommodation,Limited-Service Restaurants,2018.0,300000.0,84000.0,Limited Liability Company,5.0,West
ff58d1b4-fdc88-5abe-26b18-ca777fd77e,MS,Construction,New Single-Family Housing Construction (except For-Sale Builders),2017.0,20000.0,20000.0,Limited Liability Company,0.0,South
8af1705d-3c2c4-d30f-7a42a-e5e1039ef1,CO,Retail Trade,"Hobby, Toy, and Game Stores",2017.0,120000.0,30000.0,Individual,1.0,West
eaec8eb9-27b5-464b-947d-2b85e16a8e94,SC,Contractors,Finish Carpentry Contractors,2018.0,100000.0,70000.0,Limited Liability Company,2.0,South
